node	bin
NODE_1009_length_4504_cov_68.720836	91
NODE_899_length_7925_cov_64.578145	91
NODE_428_length_48138_cov_66.111557	91
NODE_704_length_19986_cov_67.243089	91
NODE_243_length_84192_cov_87.200649	91
NODE_823_length_11818_cov_67.274845	91
NODE_772_length_15011_cov_65.064924	91
NODE_578_length_31778_cov_65.081802	91
NODE_893_length_8259_cov_66.254754	91
NODE_323_length_64961_cov_69.645872	91
NODE_140_length_125750_cov_64.880441	91
NODE_711_length_19437_cov_65.302704	91
NODE_914_length_7045_cov_66.400572	91
NODE_123_length_137672_cov_65.588270	91
NODE_750_length_17144_cov_64.368658	91
NODE_927_length_6415_cov_65.204717	91
NODE_241_length_85052_cov_65.032213	91
NODE_881_length_8965_cov_67.603816	91
NODE_798_length_13368_cov_87.001953	91
NODE_644_length_24739_cov_64.067453	91
NODE_316_length_66312_cov_64.520232	91
NODE_362_length_59557_cov_64.921129	91
NODE_300_length_68968_cov_65.379188	91
NODE_379_length_54655_cov_87.533095	91
NODE_607_length_29111_cov_65.091306	91
NODE_340_length_61727_cov_65.621449	91
NODE_554_length_34651_cov_67.121633	91
NODE_680_length_21731_cov_63.914883	91
NODE_549_length_34898_cov_64.257326	91
NODE_162_length_111293_cov_65.804500	91
NODE_863_length_9783_cov_67.383943	91
NODE_405_length_51019_cov_65.245624	91
NODE_267_length_75963_cov_88.172973	91
NODE_474_length_43067_cov_65.475937	91
NODE_195_length_95948_cov_65.526785	91
NODE_457_length_44662_cov_85.201829	91
NODE_722_length_18590_cov_66.316968	91
NODE_1169_length_2171_cov_22.209830	91
NODE_199_length_94869_cov_65.624085	91
NODE_757_length_16192_cov_64.813658	91
NODE_609_length_28909_cov_68.256013	91
NODE_849_length_10495_cov_65.254693	91
NODE_781_length_14352_cov_66.891865	91
NODE_537_length_35878_cov_66.603467	91
NODE_810_length_12363_cov_63.820604	91
NODE_334_length_62917_cov_65.582323	91
NODE_588_length_30571_cov_64.125475	91
NODE_673_length_22021_cov_65.555267	91
NODE_708_length_19572_cov_64.532818	91
NODE_710_length_19461_cov_78.041997	91
NODE_631_length_26269_cov_66.764439	91
NODE_238_length_85545_cov_65.421429	91
NODE_154_length_119064_cov_66.653203	91
NODE_854_length_10109_cov_61.950169	91
NODE_634_length_25489_cov_64.856727	91
NODE_489_length_40673_cov_66.220247	91
NODE_325_length_64679_cov_64.307533	91
NODE_407_length_50968_cov_64.472139	91
NODE_107_length_152587_cov_70.890744	91
NODE_911_length_7384_cov_60.577978	91
NODE_957_length_5411_cov_66.055639	91
NODE_174_length_104761_cov_65.494699	91
NODE_726_length_18377_cov_90.606375	91
NODE_409_length_50652_cov_64.636579	91
NODE_794_length_13609_cov_65.173085	91
NODE_418_length_49602_cov_67.244213	91
NODE_469_length_43787_cov_86.209618	91
NODE_756_length_16352_cov_64.308339	91
NODE_767_length_15593_cov_86.897863	91
NODE_674_length_21971_cov_66.361654	91
NODE_284_length_72818_cov_65.059467	91
NODE_392_length_52392_cov_65.752011	91
NODE_760_length_16154_cov_67.605379	91
NODE_574_length_32115_cov_65.230100	91
NODE_335_length_62886_cov_65.694705	91
NODE_206_length_92902_cov_64.703146	91
NODE_227_length_88936_cov_64.930829	91
NODE_184_length_100410_cov_65.670300	91
NODE_796_length_13377_cov_40.421784	91
NODE_876_length_9160_cov_45.405491	91
NODE_514_length_38276_cov_64.451950	91
NODE_169_length_109722_cov_65.575314	91
NODE_976_length_4994_cov_66.708645	91
NODE_401_length_51306_cov_65.856061	91
NODE_840_length_10793_cov_66.580928	91
NODE_540_length_35769_cov_808.754578	91
NODE_298_length_69825_cov_66.118389	91
NODE_327_length_64505_cov_65.417440	91
NODE_348_length_61150_cov_66.147115	91
NODE_897_length_7985_cov_66.216015	91
NODE_742_length_17518_cov_64.286549	91
NODE_618_length_28058_cov_66.427418	91
NODE_643_length_24861_cov_64.344997	91
NODE_581_length_31247_cov_64.012086	91
NODE_527_length_36832_cov_65.581369	91
NODE_669_length_22547_cov_85.764361	91
NODE_1087_length_3126_cov_64.224683	91
NODE_247_length_82309_cov_65.515464	91
NODE_216_length_90345_cov_65.123491	91
NODE_743_length_17513_cov_64.069252	91
NODE_544_length_35461_cov_64.447551	91
NODE_981_length_4948_cov_136.217454	91
NODE_520_length_37790_cov_63.959878	91
NODE_319_length_65950_cov_65.154048	91
NODE_552_length_34787_cov_64.882471	91
NODE_915_length_7043_cov_23.809960	91
NODE_207_length_92848_cov_65.684297	91
NODE_453_length_44819_cov_67.637253	91
NODE_330_length_63687_cov_105.829630	91
NODE_555_length_34541_cov_64.198341	91
NODE_656_length_23452_cov_67.222208	91
NODE_1038_length_3835_cov_113.047619	91
NODE_800_length_13289_cov_62.212785	91
NODE_910_length_7424_cov_110.951418	91
NODE_580_length_31505_cov_65.448172	91
NODE_1145_length_2441_cov_389.743085	91
NODE_1060_length_3574_cov_67.935493	91
NODE_931_length_6303_cov_63.768086	91
NODE_986_length_4849_cov_22.404673	91
NODE_481_length_41737_cov_87.780889	91
NODE_597_length_29906_cov_65.021507	91
NODE_660_length_23253_cov_62.269937	91
NODE_314_length_66567_cov_88.549780	91
NODE_1102_length_2928_cov_44.206753	91
NODE_885_length_8787_cov_64.948351	91
NODE_592_length_30303_cov_71.039540	91
NODE_518_length_38038_cov_64.591870	91
NODE_399_length_51453_cov_86.082279	91
NODE_682_length_21459_cov_66.310830	91
NODE_939_length_5903_cov_74.326265	91
NODE_676_length_21830_cov_66.312193	91
NODE_733_length_17938_cov_65.804172	91
NODE_754_length_16498_cov_65.315028	91
NODE_437_length_46398_cov_64.124334	91
NODE_596_length_29906_cov_65.539680	91
NODE_479_length_42150_cov_65.575769	91
NODE_706_length_19694_cov_65.967717	91
NODE_472_length_43162_cov_65.528684	91
NODE_684_length_21352_cov_64.325398	91
NODE_765_length_15734_cov_87.428854	91
NODE_1024_length_4152_cov_113.573102	91
NODE_791_length_13809_cov_66.182274	91
NODE_844_length_10718_cov_65.756729	91
NODE_543_length_35618_cov_64.106122	91
NODE_308_length_67472_cov_66.582005	91
NODE_717_length_18718_cov_64.968815	91
NODE_661_length_23242_cov_387.094967	93
NODE_4_length_768467_cov_444.569284	93
NODE_42_length_252251_cov_367.716942	93
NODE_24_length_315046_cov_422.110225	93
NODE_124_length_137190_cov_402.089117	93
NODE_375_length_55309_cov_541.759746	93
NODE_515_length_38211_cov_431.890502	93
NODE_39_length_263192_cov_433.476489	93
NODE_598_length_29708_cov_454.368057	93
NODE_23_length_325230_cov_462.589221	93
NODE_6_length_551295_cov_413.790431	93
NODE_764_length_15764_cov_559.518111	93
NODE_36_length_269391_cov_382.468144	93
NODE_510_length_38370_cov_437.949080	93
NODE_99_length_156423_cov_340.145983	93
NODE_41_length_257031_cov_453.252199	93
NODE_29_length_294377_cov_382.528686	93
NODE_145_length_122526_cov_476.357905	93
NODE_15_length_426293_cov_73.388375	9
NODE_342_length_61689_cov_75.658890	9
NODE_88_length_173728_cov_75.676680	9
NODE_667_length_22613_cov_76.177542	9
NODE_1122_length_2646_cov_140.144346	9
NODE_73_length_187520_cov_75.521879	9
NODE_303_length_68386_cov_80.434664	9
NODE_86_length_176155_cov_76.176496	9
NODE_21_length_332108_cov_77.728808	9
NODE_421_length_48969_cov_77.405181	9
NODE_112_length_145959_cov_74.118338	9
NODE_373_length_57421_cov_78.701321	9
NODE_2_length_955209_cov_75.872191	9
NODE_173_length_106796_cov_71.510750	9
NODE_228_length_87983_cov_75.086946	9
NODE_64_length_196786_cov_76.632742	9
NODE_26_length_309856_cov_76.122075	9
NODE_224_length_89546_cov_76.898671	9
NODE_946_length_5774_cov_157.009967	9
NODE_151_length_119845_cov_76.462551	9
NODE_13_length_452604_cov_72.842598	9
NODE_486_length_40970_cov_86.406819	9
NODE_46_length_243884_cov_80.292730	9
NODE_263_length_76899_cov_78.307910	9
NODE_627_length_26794_cov_74.908785	9
NODE_55_length_210764_cov_76.536247	9
NODE_3_length_847644_cov_74.274189	9
NODE_40_length_262072_cov_73.743555	9
NODE_1090_length_3064_cov_157.481223	9
NODE_9_length_521711_cov_75.515271	9
NODE_1165_length_2207_cov_138.401022	9
NODE_12_length_465360_cov_76.700461	9
